FalsePositiveRate,TruePositiveRate
0.0,0.0
0.0,0.00267379679144385
0.0,0.01871657754010695
0.001932367149758454,0.01871657754010695
0.001932367149758454,0.03208556149732621
0.002898550724637681,0.03208556149732621
0.002898550724637681,0.034759358288770054
0.003864734299516908,0.034759358288770054
0.003864734299516908,0.06149732620320856
0.004830917874396135,0.06149732620320856
0.004830917874396135,0.06417112299465241
0.007729468599033816,0.06417112299465241
0.007729468599033816,0.07219251336898395
0.008695652173913044,0.07219251336898395
0.008695652173913044,0.11497326203208556
0.00966183574879227,0.11497326203208556
0.00966183574879227,0.12566844919786097
0.010628019323671498,0.12834224598930483
0.010628019323671498,0.13368983957219252
0.012560386473429951,0.13368983957219252
0.012560386473429951,0.14171122994652408
0.01352657004830918,0.14171122994652408
0.01352657004830918,0.1443850267379679
0.014492753623188406,0.1443850267379679
0.014492753623188406,0.14705882352941177
0.015458937198067632,0.14705882352941177
0.015458937198067632,0.15508021390374332
0.01642512077294686,0.15508021390374332
0.01642512077294686,0.1711229946524064
0.017391304347826087,0.1711229946524064
0.017391304347826087,0.17647058823529413
0.020289855072463767,0.17647058823529413
0.020289855072463767,0.18716577540106952
0.021256038647342997,0.18716577540106952
0.021256038647342997,0.2192513368983957
0.022222222222222223,0.2192513368983957
0.022222222222222223,0.22459893048128343
0.024154589371980676,0.22459893048128343
0.024154589371980676,0.22727272727272727
0.025120772946859903,0.22727272727272727
0.025120772946859903,0.22994652406417113
0.028019323671497585,0.22994652406417113
0.028019323671497585,0.232620320855615
0.028985507246376812,0.232620320855615
0.028985507246376812,0.24866310160427807
0.02995169082125604,0.24866310160427807
0.02995169082125604,0.25133689839572193
0.030917874396135265,0.25133689839572193
0.030917874396135265,0.2620320855614973
0.03188405797101449,0.2620320855614973
0.03188405797101449,0.2647058823529412
0.03285024154589372,0.2647058823529412
0.03285024154589372,0.2727272727272727
0.033816425120772944,0.2727272727272727
0.034782608695652174,0.27540106951871657
0.034782608695652174,0.27807486631016043
0.035748792270531404,0.27807486631016043
0.035748792270531404,0.29411764705882354
0.03768115942028986,0.29411764705882354
0.03768115942028986,0.2994652406417112
0.03864734299516908,0.2994652406417112
0.03864734299516908,0.3048128342245989
0.03961352657004831,0.3048128342245989
0.03961352657004831,0.3074866310160428
0.04057971014492753,0.3074866310160428
0.04057971014492753,0.32887700534759357
0.04154589371980676,0.32887700534759357
0.04154589371980676,0.35561497326203206
0.04251207729468599,0.35561497326203206
0.04251207729468599,0.3582887700534759
0.043478260869565216,0.3582887700534759
0.043478260869565216,0.3609625668449198
0.04541062801932367,0.3609625668449198
0.04541062801932367,0.36363636363636365
0.0463768115942029,0.36363636363636365
0.0463768115942029,0.37967914438502676
0.050241545893719805,0.37967914438502676
0.050241545893719805,0.3850267379679144
0.05410628019323672,0.3850267379679144
0.05410628019323672,0.39037433155080214
0.05507246376811594,0.39037433155080214
0.05507246376811594,0.393048128342246
0.057004830917874394,0.393048128342246
0.057004830917874394,0.39572192513368987
0.057971014492753624,0.39572192513368987
0.057971014492753624,0.3983957219251337
0.05990338164251208,0.3983957219251337
0.05990338164251208,0.40641711229946526
0.06280193236714976,0.40641711229946526
0.06280193236714976,0.4117647058823529
0.06859903381642513,0.4117647058823529
0.06859903381642513,0.41711229946524064
0.06956521739130435,0.41711229946524064
0.06956521739130435,0.4197860962566845
0.07149758454106281,0.4197860962566845
0.07149758454106281,0.42513368983957217
0.07246376811594203,0.42513368983957217
0.07246376811594203,0.4385026737967914
0.07342995169082125,0.4385026737967914
0.07342995169082125,0.44385026737967914
0.07632850241545894,0.44385026737967914
0.07632850241545894,0.4572192513368984
0.07729468599033816,0.4572192513368984
0.07729468599033816,0.45989304812834225
0.0782608695652174,0.45989304812834225
0.0782608695652174,0.4625668449197861
0.0821256038647343,0.4625668449197861
0.0821256038647343,0.4786096256684492
0.08599033816425121,0.4786096256684492
0.08599033816425121,0.48128342245989303
0.08792270531400966,0.48128342245989303
0.08792270531400966,0.48663101604278075
0.08888888888888889,0.48663101604278075
0.08888888888888889,0.4893048128342246
0.08985507246376812,0.4893048128342246
0.08985507246376812,0.4946524064171123
0.09565217391304348,0.4946524064171123
0.09565217391304348,0.5026737967914439
0.0966183574879227,0.5026737967914439
0.0966183574879227,0.5106951871657754
0.09951690821256039,0.5106951871657754
0.09951690821256039,0.5133689839572193
0.10048309178743961,0.5133689839572193
0.10048309178743961,0.5187165775401069
0.10241545893719807,0.5187165775401069
0.10241545893719807,0.5213903743315508
0.10338164251207729,0.5213903743315508
0.10338164251207729,0.5240641711229946
0.10531400966183575,0.5240641711229946
0.10531400966183575,0.5267379679144385
0.10628019323671498,0.5267379679144385
0.10628019323671498,0.5294117647058824
0.10917874396135266,0.5294117647058824
0.10917874396135266,0.5347593582887701
0.11304347826086956,0.5347593582887701
0.11304347826086956,0.5401069518716578
0.11594202898550725,0.5401069518716578
0.11594202898550725,0.5427807486631016
0.1178743961352657,0.5427807486631016
0.1178743961352657,0.5481283422459893
0.11884057971014493,0.5481283422459893
0.11884057971014493,0.5508021390374331
0.12077294685990338,0.5508021390374331
0.12077294685990338,0.553475935828877
0.12173913043478261,0.553475935828877
0.12173913043478261,0.5561497326203209
0.12270531400966184,0.5561497326203209
0.12270531400966184,0.5588235294117647
0.12367149758454106,0.5588235294117647
0.12367149758454106,0.5614973262032086
0.1246376811594203,0.5614973262032086
0.1246376811594203,0.5641711229946524
0.12657004830917876,0.5641711229946524
0.12657004830917876,0.5668449197860963
0.13043478260869565,0.5668449197860963
0.13043478260869565,0.5721925133689839
0.13140096618357489,0.5721925133689839
0.13140096618357489,0.5748663101604278
0.13526570048309178,0.5748663101604278
0.13526570048309178,0.5775401069518716
0.13623188405797101,0.5775401069518716
0.13623188405797101,0.5935828877005348
0.14589371980676327,0.5935828877005348
0.14589371980676327,0.5962566844919787
0.14782608695652175,0.5962566844919787
0.14782608695652175,0.6016042780748663
0.14879227053140096,0.6016042780748663
0.14879227053140096,0.606951871657754
0.1497584541062802,0.606951871657754
0.1497584541062802,0.6149732620320856
0.15265700483091788,0.6149732620320856
0.15265700483091788,0.6203208556149733
0.15458937198067632,0.6203208556149733
0.15458937198067632,0.6256684491978609
0.16135265700483092,0.6256684491978609
0.16135265700483092,0.6283422459893048
0.16231884057971013,0.6283422459893048
0.16231884057971013,0.6310160427807486
0.16328502415458937,0.6310160427807486
0.16328502415458937,0.6336898395721925
0.16908212560386474,0.6336898395721925
0.16908212560386474,0.6363636363636364
0.17101449275362318,0.6363636363636364
0.17101449275362318,0.6390374331550802
0.17198067632850242,0.6390374331550802
0.17198067632850242,0.6497326203208557
0.17294685990338166,0.6497326203208557
0.17294685990338166,0.6524064171122995
